ride_id,trip_date,pickup_timestamp,dropoff_timestamp,driver_id,customer_id,pickup_city,drop_city,vehicle_type,payment_mode,trip_status,distance_km,fare_amount,surge_multiplier,driver_rating,customer_rating,luggage_count,fuel_type,booking_channel,load_timestamp
100050,2025-01-24,2025-01-24 04:36:00,2025-01-24 05:43:00,D4537,C56649,Delhi,Mumbai,Sedan,UPI,Completed,39.54,815.32,1.2,3.8,3.4,4,EV,App,2026-06-27 14:11:35.523699
100051,2025-01-13,2025-01-13 16:50:00,2025-01-13 18:17:00,D3694,C14724,Mumbai,Delhi,Bike,Wallet,Completed,4.5,890.01,2.0,4.1,3.2,2,CNG,App,2026-06-27 14:11:35.523736
100052,2025-01-05,2025-01-05 10:44:00,2025-01-05 11:44:00,D8555,C32377,Mumbai,Delhi,Bike,Wallet,No Show,22.72,607.63,2.0,4.1,4.0,1,CNG,Corporate,2026-06-27 14:11:35.523755
100053,2025-01-05,2025-01-05 11:26:00,2025-01-05 11:45:00,D1011,C85852,Chennai,Delhi,Auto,Debit Card,No Show,14.68,272.46,1.0,4.5,3.9,1,Petrol,App,2026-06-27 14:11:35.523774
100054,2025-01-23,2025-01-23 13:40:00,2025-01-23 15:05:00,D3785,C37855,Pune,Pune,SUV,Credit Card,Cancelled,20.63,228.11,1.2,3.2,4.0,2,Petrol,App,2026-06-27 14:11:35.523874
100055,2025-01-24,2025-01-24 03:03:00,2025-01-24 03:18:00,D4919,C68517,Hyderabad,Bengaluru,Sedan,UPI,No Show,36.03,191.85,1.2,3.4,4.3,3,Petrol,Corporate,2026-06-27 14:11:35.523934
100056,2025-01-24,2025-01-24 13:05:00,2025-01-24 14:27:00,D4329,C89674,Bengaluru,Bengaluru,Mini,Credit Card,No Show,6.98,312.77,1.0,,3.2,0,Diesel,App,2026-06-27 14:11:35.523984
100057,2025-01-21,2025-01-21 21:31:00,2025-01-21 22:22:00,D7976,C15949,Hyderabad,Pune,Mini,Credit Card,Completed,35.64,1160.34,1.0,3.4,4.8,1,Petrol,App,2026-06-27 14:11:35.524017
100058,2025-01-07,2025-01-07 04:13:00,2025-01-07 04:45:00,D1652,C41863,Bengaluru,Chennai,Sedan,Wallet,Completed,34.38,1265.56,2.0,4.3,4.0,4,EV,Corporate,2026-06-27 14:11:35.524070
100059,2025-01-05,2025-01-05 06:37:00,2025-01-05 07:32:00,D3774,C75096,Mumbai,Mumbai,Sedan,Credit Card,Cancelled,31.32,862.58,1.5,3.6,3.4,1,CNG,App,2026-06-27 14:11:35.524086
100060,2025-01-01,2025-01-01 11:40:00,2025-01-01 13:08:00,D2399,C84188,Chennai,Delhi,Auto,Cash,No Show,28.17,190.96,1.2,3.1,4.6,2,Diesel,App,2026-06-27 14:11:35.524103
100061,2025-01-11,2025-01-11 07:02:00,2025-01-11 08:09:00,D8077,C33781,Pune,Hyderabad,Mini,Debit Card,No Show,11.76,132.15,1.0,3.1,4.9,0,EV,Corporate,2026-06-27 14:11:35.524138
100062,2025-01-12,2025-01-12 19:11:00,2025-01-12 19:56:00,D5897,C48581,Chennai,Mumbai,Mini,Credit Card,No Show,34.71,1200.72,1.2,3.8,3.1,4,Petrol,App,2026-06-27 14:11:35.524157
100063,2025-01-16,2025-01-16 21:00:00,2025-01-16 22:08:00,D2612,C57353,Chennai,Mumbai,Bike,Debit Card,Cancelled,27.47,963.43,2.0,5.0,3.3,0,EV,App,2026-06-27 14:11:35.524175
100064,2025-01-17,2025-01-17 18:50:00,2025-01-17 19:14:00,D7965,C66921,Delhi,Mumbai,Mini,Credit Card,Cancelled,20.66,883.93,1.2,4.7,4.9,3,Diesel,Corporate,2026-06-27 14:11:35.524192
100065,2025-01-25,2025-01-25 12:38:00,2025-01-25 13:22:00,D3043,C19346,Mumbai,Delhi,Auto,Debit Card,Completed,23.15,125.2,2.0,4.4,4.7,4,Petrol,Corporate,2026-06-27 14:11:35.524210
100066,2025-01-22,2025-01-22 16:37:00,2025-01-22 17:20:00,D4263,C20643,Hyderabad,Bengaluru,Mini,UPI,No Show,35.77,927.6,1.2,3.7,4.4,2,Diesel,Corporate,2026-06-27 14:11:35.524236
100067,2025-01-03,2025-01-03 05:23:00,2025-01-03 05:28:00,D3770,C62363,Bengaluru,Chennai,Auto,Debit Card,Completed,25.46,1035.53,2.0,4.7,3.0,2,Petrol,Corporate,2026-06-27 14:11:35.524267
100068,2025-01-07,2025-01-07 17:08:00,2025-01-07 17:48:00,D5543,C64489,Hyderabad,Bengaluru,Sedan,Cash,Cancelled,1.8,973.42,1.0,4.6,4.6,1,Petrol,App,2026-06-27 14:11:35.524301
100069,2025-01-01,2025-01-01 17:17:00,2025-01-01 18:06:00,D9181,C62650,Delhi,Pune,Sedan,Wallet,Completed,1.2,589.96,1.0,4.1,4.6,3,Diesel,Corporate,2026-06-27 14:11:35.524327
100070,2025-01-20,2025-01-20 15:16:00,2025-01-20 15:55:00,D8902,C48065,Delhi,Delhi,Sedan,Credit Card,Cancelled,9.37,761.51,2.0,4.7,3.3,1,Diesel,App,2026-06-27 14:11:35.524345
100071,2025-01-07,2025-01-07 17:54:00,2025-01-07 19:20:00,D3042,C62615,Delhi,Hyderabad,Bike,UPI,Completed,38.69,1334.03,1.0,4.2,3.9,0,CNG,Corporate,2026-06-27 14:11:35.524387
100072,2025-01-21,2025-01-21 07:28:00,2025-01-21 08:06:00,D6922,C86271,Bengaluru,Hyderabad,SUV,Cash,Cancelled,4.13,1425.91,1.0,4.7,3.3,4,CNG,App,2026-06-27 14:11:35.524421
100073,2025-01-10,2025-01-10 03:35:00,2025-01-10 03:57:00,D6862,C18280,Mumbai,Hyderabad,Mini,UPI,Completed,3.7,1385.26,2.0,3.3,4.1,0,Diesel,App,2026-06-27 14:11:35.524458
100074,2025-01-27,2025-01-27 15:04:00,2025-01-27 16:06:00,D9225,C72815,Chennai,Hyderabad,SUV,Wallet,No Show,3.24,1417.29,2.0,3.8,3.9,0,CNG,App,2026-06-27 14:11:35.524492
100075,2025-01-20,2025-01-20 08:34:00,2025-01-20 08:40:00,D1974,C55472,Mumbai,Bengaluru,Mini,Credit Card,Completed,10.51,476.19,1.2,4.8,4.7,4,Petrol,Corporate,2026-06-27 14:11:35.524523
100076,2025-01-24,2025-01-24 02:34:00,2025-01-24 04:03:00,D3187,C16121,Hyderabad,Chennai,Bike,Debit Card,Cancelled,28.92,417.75,1.2,4.8,3.3,3,CNG,App,2026-06-27 14:11:35.524541
100077,2025-01-06,2025-01-06 07:58:00,2025-01-06 09:01:00,D9991,C86801,Chennai,Pune,Sedan,Debit Card,Completed,20.87,816.48,1.0,3.4,4.0,0,EV,Corporate,2026-06-27 14:11:35.524563
100078,2025-01-20,2025-01-20 05:57:00,2025-01-20 06:19:00,D6007,C21131,Hyderabad,Chennai,Mini,Debit Card,No Show,15.83,610.99,2.0,4.5,4.8,1,Diesel,App,2026-06-27 14:11:35.524592
100079,2025-01-18,2025-01-18 04:24:00,2025-01-18 05:01:00,D9865,C91002,Bengaluru,Bengaluru,SUV,Credit Card,Completed,7.38,897.69,1.2,3.1,4.8,1,Petrol,App,2026-06-27 14:11:35.524637
100080,2025-01-16,2025-01-16 16:03:00,2025-01-16 16:08:00,D7387,C98041,Bengaluru,Pune,Sedan,Credit Card,Completed,33.26,534.31,1.5,3.3,4.5,2,CNG,App,2026-06-27 14:11:35.524695
100081,2025-01-10,2025-01-10 02:06:00,2025-01-10 02:55:00,D9595,C31560,Hyderabad,Chennai,SUV,UPI,Completed,27.67,748.17,2.0,4.7,3.7,2,CNG,Corporate,2026-06-27 14:11:35.524754
100082,2025-01-02,2025-01-02 03:33:00,2025-01-02 03:44:00,D2444,C32887,Bengaluru,Hyderabad,Bike,Wallet,No Show,1.44,1055.21,1.2,3.6,3.2,1,Petrol,App,2026-06-27 14:11:35.524823
100083,2025-01-25,2025-01-25 10:19:00,2025-01-25 11:02:00,D4456,C11260,Bengaluru,Delhi,Mini,Credit Card,Cancelled,30.53,90.83,2.0,3.4,3.3,3,CNG,Corporate,2026-06-27 14:11:35.524855
100084,2025-01-04,2025-01-04 14:20:00,2025-01-04 14:46:00,D2122,C17533,Mumbai,Chennai,Mini,Debit Card,No Show,4.97,1470.92,1.2,4.0,4.9,3,Petrol,Corporate,2026-06-27 14:11:35.524931
100085,2025-01-20,2025-01-20 08:19:00,2025-01-20 09:19:00,D7042,C74177,Mumbai,Pune,Auto,Wallet,Completed,22.32,629.17,1.0,3.5,4.9,1,EV,App,2026-06-27 14:11:35.524979
100086,2025-01-15,2025-01-15 01:26:00,2025-01-15 02:01:00,D1648,C88278,Delhi,Hyderabad,Bike,Wallet,Completed,16.17,165.35,2.0,3.1,3.1,4,Diesel,Corporate,2026-06-27 14:11:35.525004
100087,2025-01-10,2025-01-10 00:11:00,2025-01-10 00:47:00,D1265,C69306,Pune,Mumbai,Auto,Debit Card,No Show,35.52,564.88,1.0,4.1,3.8,3,EV,Corporate,2026-06-27 14:11:35.525150
100088,2025-01-07,2025-01-07 09:42:00,2025-01-07 10:16:00,D8150,C18183,Bengaluru,Bengaluru,Bike,Wallet,Cancelled,17.93,912.83,1.0,4.1,3.5,4,Petrol,App,2026-06-27 14:11:35.525227
100089,2025-01-05,2025-01-05 16:07:00,2025-01-05 17:24:00,D1234,C58371,Delhi,Chennai,Sedan,Debit Card,No Show,10.76,760.27,2.0,,4.7,3,CNG,Corporate,2026-06-27 14:11:35.525283
100090,2025-01-04,2025-01-04 06:47:00,2025-01-04 08:03:00,D5052,C64268,Mumbai,Hyderabad,Sedan,Credit Card,Cancelled,12.39,708.93,1.5,4.0,4.8,3,EV,Corporate,2026-06-27 14:11:35.525302
100091,2025-01-11,2025-01-11 10:40:00,2025-01-11 11:03:00,D8299,C96204,Hyderabad,Pune,Mini,Credit Card,Cancelled,27.62,1156.04,1.5,4.4,4.8,2,Diesel,App,2026-06-27 14:11:35.525329
100092,2025-01-13,2025-01-13 08:28:00,2025-01-13 09:46:00,D2089,C89046,Hyderabad,Chennai,Auto,Cash,Cancelled,18.16,1285.36,2.0,3.6,3.2,2,Diesel,Corporate,2026-06-27 14:11:35.525371
100093,2025-01-11,2025-01-11 19:42:00,2025-01-11 19:47:00,D5375,C17667,Chennai,Pune,SUV,Wallet,Cancelled,19.36,1406.13,2.0,4.0,4.4,4,EV,App,2026-06-27 14:11:35.525415
100094,2025-01-20,2025-01-20 10:55:00,2025-01-20 12:07:00,D3877,C10888,Delhi,Mumbai,Bike,UPI,No Show,7.7,845.36,2.0,3.4,4.4,0,EV,App,2026-06-27 14:11:35.525449
100095,2025-01-20,2025-01-20 20:45:00,2025-01-20 21:29:00,D9945,C95738,Mumbai,Chennai,SUV,UPI,Cancelled,17.13,673.89,1.0,3.9,3.2,0,Diesel,App,2026-06-27 14:11:35.525473
100096,2025-01-01,2025-01-01 17:20:00,2025-01-01 18:42:00,D4433,C45841,Hyderabad,Pune,Bike,Debit Card,Cancelled,3.24,652.88,2.0,3.8,4.7,0,Petrol,Corporate,2026-06-27 14:11:35.525504
100097,2025-01-13,2025-01-13 19:37:00,2025-01-13 20:05:00,D8968,C66416,Bengaluru,Hyderabad,Bike,Wallet,Completed,20.93,1123.82,1.2,3.5,,3,EV,App,2026-06-27 14:11:35.525537
100098,2025-01-03,2025-01-03 01:57:00,2025-01-03 02:51:00,D7804,C47612,Pune,Chennai,Mini,UPI,No Show,32.88,1342.36,1.5,4.9,3.9,2,CNG,App,2026-06-27 14:11:35.525585
100099,2025-01-17,2025-01-17 02:07:00,2025-01-17 02:35:00,D8299,C67871,Mumbai,Mumbai,Auto,Wallet,Completed,30.24,364.16,1.0,4.1,3.9,0,CNG,Corporate,2026-06-27 14:11:35.525625
100100,2025-01-06,2025-01-06 03:36:00,2025-01-06 03:48:00,D1425,C98190,Pune,Delhi,SUV,Credit Card,Cancelled,23.93,676.46,2.0,3.5,4.7,4,CNG,Corporate,2026-06-27 14:11:35.525669
100101,2025-01-04,2025-01-04 18:48:00,2025-01-04 18:57:00,D7357,C83279,Hyderabad,Chennai,Bike,Debit Card,No Show,29.91,1352.37,2.0,4.3,4.0,4,EV,Corporate,2026-06-27 14:11:35.525706
100102,2025-01-16,2025-01-16 04:59:00,2025-01-16 05:43:00,D7171,C78264,Chennai,Pune,Sedan,Debit Card,Completed,6.45,1460.3,2.0,3.8,3.1,3,Diesel,App,2026-06-27 14:11:35.525738
100103,2025-01-03,2025-01-03 04:21:00,2025-01-03 04:54:00,D3685,C27517,Hyderabad,Pune,SUV,Cash,Completed,29.83,1025.36,1.5,3.5,4.5,4,Petrol,App,2026-06-27 14:11:35.525780
100104,2025-01-04,2025-01-04 04:31:00,2025-01-04 05:24:00,D1085,C68906,Delhi,Pune,Auto,Debit Card,Completed,5.02,151.77,1.2,4.0,3.4,4,Diesel,App,2026-06-27 14:11:35.525834
100105,2025-01-27,2025-01-27 16:46:00,2025-01-27 17:18:00,D3444,C83339,Chennai,Chennai,Auto,Debit Card,No Show,21.42,1305.73,1.2,3.9,3.2,3,Diesel,App,2026-06-27 14:11:35.525906
100106,2025-01-23,2025-01-23 07:18:00,2025-01-23 07:38:00,D5129,C79390,Bengaluru,Hyderabad,Bike,Debit Card,Cancelled,36.65,1248.89,2.0,4.8,3.6,1,CNG,App,2026-06-27 14:11:35.525951
100107,2025-01-13,2025-01-13 17:10:00,2025-01-13 17:40:00,D4830,C77870,Hyderabad,Hyderabad,Sedan,UPI,Completed,34.55,1233.87,2.0,4.5,3.8,2,Diesel,Corporate,2026-06-27 14:11:35.525969
100108,2025-01-23,2025-01-23 20:18:00,2025-01-23 20:27:00,D8828,C38446,Hyderabad,Bengaluru,Bike,Credit Card,Completed,14.53,692.08,1.0,3.4,4.3,3,Diesel,App,2026-06-27 14:11:35.525985
100109,2025-01-26,2025-01-26 03:08:00,2025-01-26 03:36:00,D5937,C12604,Chennai,Mumbai,Sedan,Wallet,Completed,7.53,814.28,1.2,4.7,,4,CNG,Corporate,2026-06-27 14:11:35.526031
100110,2025-01-13,2025-01-13 11:24:00,2025-01-13 12:30:00,D1879,C39791,Bengaluru,Bengaluru,Mini,UPI,Cancelled,35.01,115.99,1.2,4.7,4.6,1,Diesel,App,2026-06-27 14:11:35.526095
100111,2025-01-21,2025-01-21 17:20:00,2025-01-21 17:59:00,D9881,C26329,Hyderabad,Pune,Mini,UPI,No Show,4.23,1348.67,1.2,3.8,3.3,3,CNG,Corporate,2026-06-27 14:11:35.526138
100112,2025-01-12,2025-01-12 02:08:00,2025-01-12 03:16:00,D7589,C71563,Mumbai,Bengaluru,SUV,Cash,Cancelled,18.71,1138.82,1.5,3.4,3.4,4,EV,App,2026-06-27 14:11:35.526154
100113,2025-01-20,2025-01-20 03:17:00,2025-01-20 03:55:00,D6153,C21421,Delhi,Hyderabad,Bike,Wallet,Completed,3.41,1122.93,1.5,4.9,3.1,3,Diesel,App,2026-06-27 14:11:35.526186
100114,2025-01-09,2025-01-09 21:27:00,2025-01-09 21:57:00,D6662,C95435,Mumbai,Chennai,Sedan,Wallet,Completed,17.22,728.53,1.2,3.7,3.7,3,Petrol,Corporate,2026-06-27 14:11:35.526202
100115,2025-01-16,2025-01-16 10:45:00,2025-01-16 12:11:00,D2885,C84303,Hyderabad,Bengaluru,Auto,Wallet,Cancelled,34.59,1058.6,1.5,3.8,3.4,1,EV,Corporate,2026-06-27 14:11:35.526223
100116,2025-01-08,2025-01-08 03:24:00,2025-01-08 04:13:00,D8939,C42810,Chennai,Bengaluru,Mini,Cash,Cancelled,13.29,151.71,1.2,4.2,5.0,0,CNG,Corporate,2026-06-27 14:11:35.526270
100117,2025-01-27,2025-01-27 15:41:00,2025-01-27 16:40:00,D9891,C73753,Mumbai,Hyderabad,Bike,UPI,Completed,37.0,493.53,2.0,4.4,3.4,4,Diesel,App,2026-06-27 14:11:35.526308
