ride_id,trip_date,pickup_timestamp,dropoff_timestamp,driver_id,customer_id,pickup_city,drop_city,vehicle_type,payment_mode,trip_status,distance_km,fare_amount,surge_multiplier,driver_rating,customer_rating,luggage_count,fuel_type,booking_channel,load_timestamp
300014,2025-03-15,2025-03-15 04:55:00,2025-03-15 05:28:00,D8820,C81076,Chennai,Bengaluru,Sedan,UPI,Completed,17.33,1285.3,1.0,4.6,3.7,4,Diesel,Corporate,2026-06-27 14:11:36.832791
300015,2025-03-15,2025-03-15 21:05:00,2025-03-15 22:03:00,D1417,C94676,Hyderabad,Hyderabad,Mini,Debit Card,Cancelled,19.56,495.1,1.2,4.7,4.4,2,CNG,App,2026-06-27 14:11:36.832810
300016,2025-03-10,2025-03-10 02:40:00,2025-03-10 03:04:00,D6715,C70235,Hyderabad,Chennai,SUV,Wallet,Completed,39.85,1166.72,1.2,4.1,4.8,1,Diesel,Corporate,2026-06-27 14:11:36.832826
300017,2025-03-07,2025-03-07 06:58:00,2025-03-07 08:09:00,D3822,C56287,Pune,Delhi,Sedan,Debit Card,Cancelled,33.34,507.5,1.0,4.2,4.1,1,CNG,App,2026-06-27 14:11:36.832846
300018,2025-03-23,2025-03-23 22:10:00,2025-03-23 22:19:00,D2465,C82428,Bengaluru,Hyderabad,Bike,Debit Card,Completed,14.87,811.45,1.0,3.6,4.1,0,EV,Corporate,2026-06-27 14:11:36.832863
300019,2025-03-22,2025-03-22 06:06:00,2025-03-22 07:26:00,D9346,C45383,Mumbai,Chennai,SUV,Cash,Completed,23.05,1072.34,1.5,4.5,4.1,4,Petrol,App,2026-06-27 14:11:36.832880
300020,2025-03-13,2025-03-13 02:53:00,2025-03-13 03:04:00,D8539,C14784,Hyderabad,Bengaluru,SUV,Credit Card,Cancelled,28.19,1310.44,1.2,4.2,4.6,2,Petrol,App,2026-06-27 14:11:36.832897
300021,2025-03-07,2025-03-07 17:42:00,2025-03-07 17:53:00,D5149,C10763,Delhi,Delhi,Sedan,Debit Card,Cancelled,15.63,154.49,1.2,4.8,3.5,3,CNG,Corporate,2026-06-27 14:11:36.832914
300022,2025-03-04,2025-03-04 08:34:00,2025-03-04 09:26:00,D7274,C73735,Bengaluru,Chennai,Sedan,UPI,No Show,31.9,94.86,1.5,3.9,3.7,1,EV,Corporate,2026-06-27 14:11:36.832931
300023,2025-03-16,2025-03-16 17:56:00,2025-03-16 18:35:00,D9911,C59091,Chennai,Hyderabad,Sedan,UPI,No Show,14.77,260.7,2.0,3.3,3.2,0,Petrol,Corporate,2026-06-27 14:11:36.832947
300024,2025-03-12,2025-03-12 19:45:00,2025-03-12 19:58:00,D3953,C83914,Bengaluru,Hyderabad,Bike,Cash,Cancelled,29.73,1092.45,1.0,4.4,4.3,1,Diesel,Corporate,2026-06-27 14:11:36.832964
300025,2025-03-06,2025-03-06 03:12:00,2025-03-06 03:39:00,D1529,C50090,Delhi,Chennai,Sedan,Debit Card,Completed,8.54,1373.93,2.0,3.5,4.1,0,Diesel,Corporate,2026-06-27 14:11:36.832982
300026,2025-03-17,2025-03-17 00:03:00,2025-03-17 01:17:00,D4543,C10471,Hyderabad,Bengaluru,Bike,Cash,Completed,30.12,292.47,1.2,4.2,,1,Diesel,App,2026-06-27 14:11:36.833001
300027,2025-03-07,2025-03-07 18:49:00,2025-03-07 19:17:00,D7743,C44022,Mumbai,Mumbai,Mini,Debit Card,No Show,35.39,-88.93,1.0,3.5,3.8,0,EV,App,2026-06-27 14:11:36.833021
300028,2025-03-16,2025-03-16 19:07:00,2025-03-16 19:14:00,D7842,C53044,Bengaluru,Pune,Mini,Wallet,No Show,13.35,192.47,1.2,3.0,4.5,0,Petrol,App,2026-06-27 14:11:36.833039
300029,2025-03-03,2025-03-03 07:09:00,2025-03-03 08:07:00,D5414,C49305,Bengaluru,Chennai,Sedan,Debit Card,Cancelled,9.37,538.02,2.0,4.3,4.9,0,Diesel,Corporate,2026-06-27 14:11:36.833057
300030,2025-03-28,2025-03-28 11:58:00,2025-03-28 12:23:00,D4692,C98169,Hyderabad,Pune,Mini,Credit Card,Completed,14.95,534.78,1.2,4.9,3.1,4,CNG,Corporate,2026-06-27 14:11:36.833075
300031,2025-03-25,2025-03-25 19:12:00,2025-03-25 20:24:00,D8475,C88422,Delhi,Chennai,Auto,Cash,Cancelled,34.1,119.29,1.2,4.3,4.3,3,EV,App,2026-06-27 14:11:36.833093
300032,2025-03-01,2025-03-01 09:24:00,2025-03-01 10:49:00,D9034,C25113,Bengaluru,Delhi,Bike,Wallet,No Show,30.06,752.31,1.2,4.0,3.3,1,CNG,Corporate,2026-06-27 14:11:36.833128
300033,2025-03-01,2025-03-01 16:59:00,2025-03-01 18:25:00,D8508,C32242,Delhi,Hyderabad,Bike,Wallet,No Show,3.91,380.67,2.0,3.9,4.6,4,EV,Corporate,2026-06-27 14:11:36.833146
300034,2025-03-04,2025-03-04 07:25:00,2025-03-04 07:46:00,D4882,C35039,Bengaluru,Hyderabad,Mini,Debit Card,Cancelled,3.87,1174.49,1.2,4.6,3.2,4,Diesel,Corporate,2026-06-27 14:11:36.833163
300035,2025-03-04,2025-03-04 11:50:00,2025-03-04 13:05:00,D1359,C61499,Mumbai,Hyderabad,Sedan,Credit Card,No Show,37.83,379.84,2.0,4.8,3.2,2,EV,Corporate,2026-06-27 14:11:36.833180
300036,2025-03-22,2025-03-22 10:41:00,2025-03-22 11:41:00,D1344,C97775,Chennai,Hyderabad,SUV,UPI,No Show,18.96,1222.04,1.2,3.8,3.6,4,EV,App,2026-06-27 14:11:36.833197
300037,2025-03-01,2025-03-01 01:01:00,2025-03-01 02:04:00,D1467,C81925,Mumbai,Chennai,Sedan,Cash,No Show,5.03,1221.6,1.5,4.2,3.6,4,Diesel,App,2026-06-27 14:11:36.833231
300038,2025-03-24,2025-03-24 14:15:00,2025-03-24 14:32:00,D8791,C56240,Delhi,Pune,SUV,Debit Card,Cancelled,21.5,157.26,1.0,3.3,4.6,0,Diesel,App,2026-06-27 14:11:36.833250
300039,2025-03-01,2025-03-01 00:32:00,2025-03-01 01:12:00,D5229,C73370,Pune,Delhi,Bike,UPI,Cancelled,26.94,306.83,1.2,3.6,4.5,2,EV,App,2026-06-27 14:11:36.833301
300040,2025-03-22,2025-03-22 09:10:00,2025-03-22 09:44:00,D6262,C28013,Hyderabad,Mumbai,Auto,Cash,Cancelled,38.07,748.11,2.0,3.7,3.3,4,CNG,App,2026-06-27 14:11:36.833319
300041,2025-03-10,2025-03-10 20:19:00,2025-03-10 21:17:00,D8331,C98606,Bengaluru,Delhi,Sedan,Cash,Cancelled,34.94,1161.42,1.5,3.5,3.5,4,Diesel,App,2026-06-27 14:11:36.833337
300042,2025-03-18,2025-03-18 11:36:00,2025-03-18 12:02:00,D6789,C61004,Pune,Mumbai,SUV,UPI,Completed,9.54,1232.41,1.2,3.4,4.3,1,CNG,App,2026-06-27 14:11:36.833354
300043,2025-03-09,2025-03-09 19:40:00,2025-03-09 20:23:00,D1608,C24528,Hyderabad,Hyderabad,Bike,Wallet,Cancelled,27.2,1235.47,1.2,3.7,5.0,0,EV,Corporate,2026-06-27 14:11:36.833372
300044,2025-03-12,2025-03-12 23:31:00,2025-03-13 00:45:00,D8614,C46308,Chennai,Chennai,SUV,UPI,Completed,2.1,1151.52,1.0,4.4,3.3,1,CNG,App,2026-06-27 14:11:36.833389
300045,2025-03-26,2025-03-26 14:32:00,2025-03-26 14:40:00,D8026,C88910,Chennai,Hyderabad,Mini,Credit Card,Cancelled,33.83,842.11,1.2,4.9,4.8,3,Petrol,App,2026-06-27 14:11:36.833425
300046,2025-03-22,2025-03-22 00:15:00,2025-03-22 00:43:00,D4064,C11411,Bengaluru,Delhi,Auto,Debit Card,Completed,7.87,715.0,1.0,3.4,3.6,4,CNG,App,2026-06-27 14:11:36.833443
300047,2025-03-04,2025-03-04 05:08:00,2025-03-04 05:22:00,D6502,C87651,Pune,Mumbai,SUV,Cash,Completed,35.14,85.67,1.2,4.0,4.7,0,Petrol,Corporate,2026-06-27 14:11:36.833460
300048,2025-03-06,2025-03-06 23:56:00,2025-03-07 00:32:00,D6433,C42700,Hyderabad,Bengaluru,Auto,Wallet,Completed,15.48,350.49,2.0,4.2,4.2,4,EV,App,2026-06-27 14:11:36.833478
300049,2025-03-15,2025-03-15 23:05:00,2025-03-16 00:05:00,D5058,C36021,Pune,Delhi,SUV,UPI,No Show,16.72,1445.27,1.2,4.1,4.8,1,EV,App,2026-06-27 14:11:36.833496
300050,2025-03-11,2025-03-11 04:26:00,2025-03-11 04:37:00,D6344,C23189,Bengaluru,Hyderabad,SUV,Debit Card,Completed,21.84,685.54,2.0,3.6,3.1,0,EV,App,2026-06-27 14:11:36.833532
300051,2025-03-16,2025-03-16 17:28:00,2025-03-16 18:47:00,D3295,C39947,Pune,Mumbai,Bike,Wallet,No Show,8.69,1369.15,1.5,3.5,5.0,1,Diesel,App,2026-06-27 14:11:36.833551
300052,2025-03-27,2025-03-27 14:02:00,2025-03-27 14:10:00,D9106,C61041,Pune,Mumbai,SUV,Debit Card,Completed,16.91,406.69,1.2,4.3,3.4,4,CNG,App,2026-06-27 14:11:36.833570
300053,2025-03-04,2025-03-04 11:25:00,2025-03-04 12:01:00,D2389,C21556,Hyderabad,Mumbai,Mini,Debit Card,No Show,26.51,789.79,1.0,3.8,4.3,0,CNG,Corporate,2026-06-27 14:11:36.833592
300054,2025-03-21,2025-03-21 11:08:00,2025-03-21 12:01:00,D9021,C62766,Bengaluru,Mumbai,Auto,Credit Card,Completed,17.94,138.39,1.0,4.6,3.3,2,EV,Corporate,2026-06-27 14:11:36.833626
300055,2025-03-25,2025-03-25 12:29:00,2025-03-25 13:37:00,D4259,C39695,Pune,Pune,Mini,UPI,Completed,18.91,1383.76,1.0,3.2,3.8,0,Diesel,App,2026-06-27 14:11:36.833644
300056,2025-03-02,2025-03-02 20:02:00,2025-03-02 20:38:00,D7415,C75040,Chennai,Hyderabad,Mini,Credit Card,Cancelled,11.64,386.22,1.2,4.4,4.6,3,CNG,Corporate,2026-06-27 14:11:36.833695
300057,2025-03-24,2025-03-24 12:44:00,2025-03-24 13:39:00,D3471,C39483,Mumbai,Chennai,Bike,Wallet,No Show,9.36,275.31,1.0,4.5,3.4,1,CNG,App,2026-06-27 14:11:36.833749
300058,2025-03-03,2025-03-03 23:50:00,2025-03-04 00:16:00,D7019,C48018,Pune,Hyderabad,Mini,Cash,Cancelled,25.72,1376.06,2.0,4.0,4.7,2,CNG,App,2026-06-27 14:11:36.833768
300059,2025-03-20,2025-03-20 00:22:00,2025-03-20 01:40:00,D4315,C83889,Hyderabad,Mumbai,Bike,Credit Card,Cancelled,28.53,441.54,2.0,4.3,3.5,2,EV,Corporate,2026-06-27 14:11:36.833804
300060,2025-03-22,2025-03-22 14:37:00,2025-03-22 15:12:00,D4490,C60377,Bengaluru,Pune,SUV,Debit Card,Completed,20.84,545.61,1.0,4.6,4.7,2,Petrol,App,2026-06-27 14:11:36.833827
300061,2025-03-09,2025-03-09 21:03:00,2025-03-09 21:24:00,D8975,C40010,Delhi,Hyderabad,Bike,Credit Card,No Show,26.48,83.24,2.0,3.5,4.9,4,EV,Corporate,2026-06-27 14:11:36.833855
300062,2025-03-05,2025-03-05 19:26:00,2025-03-05 20:24:00,D7804,C65478,Bengaluru,Pune,SUV,Credit Card,Completed,36.13,316.38,1.0,4.5,3.9,4,Petrol,App,2026-06-27 14:11:36.833897
300063,2025-03-28,2025-03-28 06:58:00,2025-03-28 07:31:00,D4712,C18923,Mumbai,Pune,Bike,Credit Card,No Show,25.2,746.59,1.2,3.8,3.5,0,Diesel,App,2026-06-27 14:11:36.833934
300064,2025-03-01,2025-03-01 02:02:00,2025-03-01 03:18:00,D7708,C86611,Delhi,Hyderabad,Auto,Wallet,Cancelled,3.39,1255.24,1.5,3.0,4.2,1,Petrol,App,2026-06-27 14:11:36.833963
300065,2025-03-20,2025-03-20 12:37:00,2025-03-20 13:05:00,D9015,C40322,Pune,Mumbai,Bike,UPI,Cancelled,12.61,694.8,1.0,4.8,4.8,0,CNG,Corporate,2026-06-27 14:11:36.833998
300066,2025-03-11,2025-03-11 10:49:00,2025-03-11 11:53:00,D3978,C45969,Mumbai,Pune,SUV,Wallet,Completed,10.32,1423.7,2.0,4.2,3.4,4,EV,App,2026-06-27 14:11:36.834035
300067,2025-03-08,2025-03-08 22:42:00,2025-03-08 22:57:00,D4852,C48378,Mumbai,Delhi,SUV,Wallet,Cancelled,17.26,1032.83,1.2,4.8,3.5,3,CNG,Corporate,2026-06-27 14:11:36.834075
300068,2025-03-02,2025-03-02 23:25:00,2025-03-03 00:30:00,D8898,C73603,Delhi,Chennai,Sedan,Wallet,Cancelled,32.81,807.9,1.2,,,4,EV,Corporate,2026-06-27 14:11:36.834095
300069,2025-03-25,2025-03-25 18:12:00,2025-03-25 18:21:00,D5028,C54222,Pune,Chennai,Auto,UPI,No Show,24.76,1052.75,2.0,3.0,3.3,0,Diesel,App,2026-06-27 14:11:36.834114
300070,2025-03-04,2025-03-04 02:27:00,2025-03-04 02:44:00,D3272,C59092,Mumbai,Delhi,Auto,Cash,Completed,5.76,445.45,1.2,4.1,3.3,0,CNG,Corporate,2026-06-27 14:11:36.834131
300071,2025-03-28,2025-03-28 21:01:00,2025-03-28 22:05:00,D9939,C48366,Chennai,Pune,Auto,Credit Card,No Show,13.02,1466.91,1.2,3.2,3.7,3,Diesel,Corporate,2026-06-27 14:11:36.834150
300072,2025-03-02,2025-03-02 04:22:00,2025-03-02 05:17:00,D9722,C15847,Hyderabad,Pune,Sedan,Wallet,Completed,26.51,128.7,1.0,3.2,3.1,4,Petrol,App,2026-06-27 14:11:36.834169
300073,2025-03-23,2025-03-23 02:26:00,2025-03-23 03:48:00,D8568,C22949,Mumbai,Delhi,Auto,Cash,No Show,20.29,450.48,2.0,3.7,3.6,1,EV,App,2026-06-27 14:11:36.834188
300074,2025-03-20,2025-03-20 09:52:00,2025-03-20 10:53:00,D6748,C47231,Bengaluru,Chennai,Bike,Cash,Completed,4.28,1043.35,1.0,4.9,3.1,0,Petrol,Corporate,2026-06-27 14:11:36.834206
300075,2025-03-11,2025-03-11 23:01:00,2025-03-12 00:15:00,D9911,C34296,Pune,Bengaluru,SUV,Wallet,Completed,34.32,158.79,2.0,4.1,4.0,4,Petrol,App,2026-06-27 14:11:36.834225
300076,2025-03-05,2025-03-05 22:00:00,2025-03-05 22:35:00,D1575,C59177,Mumbai,Pune,SUV,Cash,Cancelled,37.63,988.59,1.0,4.2,3.3,1,EV,Corporate,2026-06-27 14:11:36.834243
300077,2025-03-16,2025-03-16 06:36:00,2025-03-16 07:44:00,D2662,C55749,Pune,Pune,Mini,Debit Card,Cancelled,14.92,877.08,2.0,4.1,3.6,2,Diesel,App,2026-06-27 14:11:36.834264
300078,2025-03-23,2025-03-23 04:23:00,2025-03-23 04:32:00,D1863,C82391,Hyderabad,Mumbai,Bike,Cash,Cancelled,5.25,821.68,1.2,4.7,4.0,2,Diesel,App,2026-06-27 14:11:36.834297
300079,2025-03-27,2025-03-27 21:18:00,2025-03-27 21:59:00,D1377,C90739,Bengaluru,Chennai,Mini,UPI,No Show,8.63,709.38,1.5,4.2,3.6,0,CNG,App,2026-06-27 14:11:36.834354
300080,2025-03-22,2025-03-22 08:58:00,2025-03-22 10:11:00,D5154,C66384,Pune,Mumbai,Sedan,Cash,Completed,21.22,957.25,1.2,3.8,4.7,3,Petrol,Corporate,2026-06-27 14:11:36.834372
300081,2025-03-05,2025-03-05 07:24:00,2025-03-05 08:47:00,D8310,C77222,Pune,Pune,Bike,Wallet,Completed,25.91,915.86,1.5,3.8,3.1,2,EV,Corporate,2026-06-27 14:11:36.834407
300082,2025-03-06,2025-03-06 12:59:00,2025-03-06 13:46:00,D6710,C99680,Delhi,Delhi,SUV,Wallet,Completed,15.21,684.8,2.0,4.6,4.7,0,CNG,App,2026-06-27 14:11:36.834500
300083,2025-03-19,2025-03-19 12:20:00,2025-03-19 12:53:00,D4623,C51421,Mumbai,Hyderabad,Auto,Wallet,Completed,16.2,283.33,1.0,4.2,3.8,4,Diesel,Corporate,2026-06-27 14:11:36.834536
300084,2025-03-10,2025-03-10 20:41:00,2025-03-10 21:05:00,D9979,C89464,Hyderabad,Hyderabad,Bike,Credit Card,Cancelled,28.7,1212.05,2.0,4.9,3.1,2,Petrol,Corporate,2026-06-27 14:11:36.834554
300085,2025-03-01,2025-03-01 00:13:00,2025-03-01 00:38:00,D3327,C60830,Bengaluru,Chennai,Mini,Credit Card,Completed,27.41,330.34,1.0,3.4,4.5,1,EV,Corporate,2026-06-27 14:11:36.834575
300086,2025-03-09,2025-03-09 00:35:00,2025-03-09 01:45:00,D8087,C79520,Chennai,Bengaluru,Bike,Wallet,No Show,39.15,616.89,1.0,4.9,4.5,2,Diesel,App,2026-06-27 14:11:36.834594
300087,2025-03-12,2025-03-12 01:15:00,2025-03-12 01:36:00,D9209,C78722,Mumbai,Mumbai,SUV,Credit Card,Cancelled,32.78,581.01,2.0,3.2,3.2,1,EV,App,2026-06-27 14:11:36.834611
300088,2025-03-10,2025-03-10 00:46:00,2025-03-10 01:13:00,D6517,C88258,Mumbai,Pune,Auto,UPI,No Show,5.7,549.97,1.2,3.9,4.9,2,EV,App,2026-06-27 14:11:36.834629
300089,2025-03-23,2025-03-23 10:48:00,2025-03-23 11:10:00,D1712,C85006,Mumbai,Delhi,Mini,Credit Card,No Show,34.76,1244.94,1.5,4.6,4.6,3,Diesel,App,2026-06-27 14:11:36.834647
300090,2025-03-04,2025-03-04 02:34:00,2025-03-04 04:04:00,D2442,C71041,Bengaluru,Delhi,Plane,Debit Card,Cancelled,11.03,1011.91,1.5,4.7,3.5,0,EV,App,2026-06-27 14:11:36.834666
300091,2025-03-23,2025-03-23 14:31:00,2025-03-23 14:55:00,D2113,C75214,Mumbai,Pune,Bike,UPI,Completed,11.27,355.96,2.0,4.8,3.9,4,Diesel,App,2026-06-27 14:11:36.834686
300092,2025-03-25,2025-03-25 20:20:00,2025-03-25 20:55:00,D9431,C99860,Delhi,Mumbai,Sedan,UPI,Completed,4.51,1449.98,1.5,3.6,4.5,0,Petrol,App,2026-06-27 14:11:36.834714
300093,2025-03-05,2025-03-05 12:26:00,2025-03-05 13:13:00,D4794,C84218,Pune,Hyderabad,Bike,UPI,Cancelled,27.42,777.72,1.5,4.3,3.1,0,Diesel,Corporate,2026-06-27 14:11:36.834757
300094,2025-03-27,2025-03-27 11:54:00,2025-03-27 12:46:00,D6927,C11003,Mumbai,Delhi,Bike,UPI,Cancelled,35.01,1449.02,1.2,3.2,3.1,4,EV,Corporate,2026-06-27 14:11:36.834799
300095,2025-03-23,2025-03-23 19:27:00,2025-03-23 19:47:00,D2883,C44533,Hyderabad,Delhi,Sedan,Credit Card,Cancelled,24.81,294.95,2.0,5.0,4.3,0,Diesel,App,2026-06-27 14:11:36.834819
300096,2025-03-08,2025-03-08 23:02:00,2025-03-08 23:08:00,D4736,C69674,Hyderabad,Chennai,Auto,Credit Card,Completed,5.53,775.11,1.0,5.0,3.3,3,Diesel,Corporate,2026-06-27 14:11:36.834837
300097,2025-03-19,2025-03-19 16:07:00,2025-03-19 17:09:00,D7938,C51272,Delhi,Hyderabad,Auto,Debit Card,Cancelled,26.78,1027.34,2.0,4.8,3.5,2,CNG,App,2026-06-27 14:11:36.834855
300098,2025-03-26,2025-03-26 08:36:00,2025-03-26 09:57:00,D1233,C20637,Bengaluru,Pune,Bike,UPI,No Show,25.46,989.36,1.5,4.6,4.0,4,EV,App,2026-06-27 14:11:36.834873
300099,2025-03-04,2025-03-04 13:57:00,2025-03-04 15:22:00,D9369,C70781,Chennai,Bengaluru,Mini,UPI,No Show,15.32,980.25,2.0,4.7,4.2,4,Diesel,Corporate,2026-06-27 14:11:36.834890
300100,2025-03-23,2025-03-23 19:39:00,2025-03-23 20:21:00,D9545,C19332,Delhi,Hyderabad,Mini,Debit Card,Cancelled,29.04,1420.22,1.2,4.5,3.5,1,EV,App,2026-06-27 14:11:36.834908
300101,2025-03-17,2025-03-17 05:53:00,2025-03-17 06:30:00,D1435,C40277,Chennai,Pune,Auto,Debit Card,Cancelled,9.68,285.71,2.0,3.1,3.7,0,EV,Corporate,2026-06-27 14:11:36.834967
300102,2025-03-05,2025-03-05 07:55:00,2025-03-05 08:05:00,D6369,C33076,Mumbai,Hyderabad,Mini,Wallet,Completed,6.73,675.17,1.5,3.7,4.7,2,EV,App,2026-06-27 14:11:36.835009
300103,2025-03-05,2025-03-05 06:55:00,2025-03-05 07:14:00,D5622,C73232,Chennai,Bengaluru,Bike,Credit Card,Cancelled,26.84,191.03,1.5,4.5,3.1,1,CNG,Corporate,2026-06-27 14:11:36.835050
300104,2025-03-09,2025-03-09 05:39:00,2025-03-09 05:49:00,D1070,C63082,Delhi,Bengaluru,Sedan,UPI,Cancelled,10.75,1197.09,1.5,5.0,3.9,3,Petrol,App,2026-06-27 14:11:36.835071
300105,2025-03-12,2025-03-12 04:41:00,2025-03-12 05:53:00,D1854,C37569,Pune,Bengaluru,SUV,Credit Card,Completed,13.89,1249.99,1.2,3.7,4.4,1,CNG,App,2026-06-27 14:11:36.835089
300106,2025-03-05,2025-03-05 22:05:00,2025-03-05 22:17:00,D4399,C28707,Chennai,Chennai,Sedan,Debit Card,Cancelled,26.32,1103.57,2.0,4.4,4.8,1,CNG,App,2026-06-27 14:11:36.835108
300107,2025-03-12,2025-03-12 00:36:00,2025-03-12 01:57:00,D6151,C99999,Chennai,Chennai,SUV,Debit Card,Cancelled,28.36,1460.95,1.5,4.9,,0,CNG,App,2026-06-27 14:11:36.835125
300108,2025-03-14,2025-03-14 03:35:00,2025-03-14 04:32:00,D3315,C32175,Chennai,Chennai,SUV,UPI,Completed,39.02,788.69,1.0,4.6,4.5,1,Diesel,Corporate,2026-06-27 14:11:36.835143
300109,2025-03-25,2025-03-25 01:00:00,2025-03-25 01:05:00,D4697,C42308,Bengaluru,Hyderabad,Bike,Wallet,No Show,6.5,590.36,2.0,4.0,4.3,3,Diesel,Corporate,2026-06-27 14:11:36.835165
300110,2025-03-19,2025-03-19 20:11:00,2025-03-19 21:32:00,D6830,C61366,Delhi,Hyderabad,Auto,UPI,Completed,5.75,1187.19,1.0,4.3,4.1,3,EV,App,2026-06-27 14:11:36.835183
300111,2025-03-20,2025-03-20 09:06:00,2025-03-20 10:23:00,D8447,C15237,Mumbai,Hyderabad,Plane,UPI,Cancelled,24.1,183.31,2.0,3.2,4.6,3,EV,Corporate,2026-06-27 14:11:36.835209
300112,2025-03-26,2025-03-26 09:36:00,2025-03-26 10:11:00,D2626,C55657,Hyderabad,Hyderabad,SUV,Cash,Cancelled,2.48,1114.37,1.2,3.5,4.4,4,EV,Corporate,2026-06-27 14:11:36.835243
300113,2025-03-07,2025-03-07 08:50:00,2025-03-07 10:09:00,D7075,C55725,Pune,Chennai,Mini,Cash,Completed,39.55,1490.23,1.2,4.5,3.5,3,EV,App,2026-06-27 14:11:36.835272
300114,2025-03-06,2025-03-06 00:10:00,2025-03-06 00:56:00,D5499,C39103,Hyderabad,Mumbai,Bike,Debit Card,No Show,11.72,692.78,1.5,3.8,4.0,2,Petrol,Corporate,2026-06-27 14:11:36.835291
300115,2025-03-11,2025-03-11 03:49:00,2025-03-11 04:40:00,D7917,C67126,Hyderabad,Mumbai,SUV,Credit Card,Completed,7.46,1458.09,1.5,4.4,3.8,4,Petrol,Corporate,2026-06-27 14:11:36.835343
300116,2025-03-08,2025-03-08 18:49:00,2025-03-08 19:54:00,D6109,C29694,Pune,Bengaluru,SUV,Wallet,Cancelled,5.65,551.8,1.0,4.3,4.8,4,CNG,Corporate,2026-06-27 14:11:36.835377
300117,2025-03-26,2025-03-26 16:09:00,2025-03-26 17:02:00,D3824,C94606,Delhi,Hyderabad,Auto,Credit Card,Completed,5.68,116.88,1.5,3.8,4.2,1,Petrol,App,2026-06-27 14:11:36.835397
300118,2025-03-01,2025-03-01 06:24:00,2025-03-01 07:15:00,D2147,C93826,Chennai,Pune,Bike,UPI,Completed,6.38,690.73,1.2,3.0,3.6,1,Diesel,Corporate,2026-06-27 14:11:36.835414
