ride_id,trip_date,pickup_timestamp,dropoff_timestamp,driver_id,customer_id,pickup_city,drop_city,vehicle_type,payment_mode,trip_status,distance_km,fare_amount,surge_multiplier,driver_rating,customer_rating,luggage_count,fuel_type,booking_channel,load_timestamp
200012,2025-02-02,2025-02-02 05:43:00,2025-02-02 05:58:00,D3232,C54849,Hyderabad,Delhi,Bike,UPI,Completed,12.45,299.39,1.5,4.9,3.1,1,Petrol,Corporate,2026-06-27 14:11:36.218242
200013,2025-02-27,2025-02-27 05:11:00,2025-02-27 06:27:00,D1801,C34530,Delhi,Chennai,Auto,Credit Card,Cancelled,25.34,594.32,1.0,3.1,4.5,4,Diesel,Corporate,2026-06-27 14:11:36.218259
200014,2025-02-24,2025-02-24 05:29:00,2025-02-24 05:38:00,,C95199,Hyderabad,Bengaluru,SUV,Wallet,Cancelled,11.76,229.98,1.5,3.4,4.5,4,Diesel,App,2026-06-27 14:11:36.218276
200015,2025-02-28,2025-02-28 12:36:00,2025-02-28 14:06:00,D4791,C33886,Chennai,Chennai,Mini,Debit Card,Completed,11.45,1216.19,2.0,3.4,4.5,2,EV,Corporate,2026-06-27 14:11:36.218293
200016,2025-02-04,2025-02-04 01:57:00,2025-02-04 02:39:00,D2192,C91100,Delhi,Hyderabad,SUV,Debit Card,Cancelled,31.05,1069.68,1.5,4.6,3.5,1,EV,Corporate,2026-06-27 14:11:36.218310
200017,2025-02-06,2025-02-06 04:50:00,2025-02-06 05:49:00,D9871,C15790,Bengaluru,Bengaluru,Bike,Credit Card,Completed,13.29,339.4,2.0,4.5,3.7,3,Petrol,Corporate,2026-06-27 14:11:36.219527
200018,2025-02-15,2025-02-15 11:02:00,2025-02-15 12:18:00,D6422,C91535,Bengaluru,Hyderabad,Bike,Cash,Completed,18.82,1327.87,1.2,4.2,4.9,0,Diesel,App,2026-06-27 14:11:36.219583
200019,2025-02-07,2025-02-07 06:49:00,2025-02-07 08:03:00,D9004,C13280,Mumbai,Bengaluru,Auto,Debit Card,Completed,20.29,1121.92,2.0,4.1,,3,CNG,Corporate,2026-06-27 14:11:36.219613
200020,2025-02-23,2025-02-23 21:04:00,2025-02-23 22:03:00,D7788,C94796,Pune,Pune,Sedan,UPI,Cancelled,31.27,332.27,1.2,3.7,3.5,2,Diesel,App,2026-06-27 14:11:36.219633
200021,2025-02-16,2025-02-16 15:00:00,2025-02-16 15:40:00,D5782,C41409,Delhi,Bengaluru,SUV,UPI,Cancelled,7.87,122.11,1.0,4.8,3.4,1,Petrol,Corporate,2026-06-27 14:11:36.219653
200022,2025-02-25,2025-02-25 12:11:00,2025-02-25 13:06:00,D8059,C75663,Hyderabad,Hyderabad,SUV,Cash,Completed,36.39,93.47,1.2,3.8,3.5,0,CNG,Corporate,2026-06-27 14:11:36.219672
200023,2025-02-07,2025-02-07 06:17:00,2025-02-07 06:34:00,D6212,C12692,Bengaluru,Hyderabad,Sedan,Cash,No Show,14.47,1431.4,1.0,3.8,3.1,1,Petrol,Corporate,2026-06-27 14:11:36.219690
200024,2025-02-19,2025-02-19 21:13:00,2025-02-19 21:36:00,D1741,C96733,Delhi,Delhi,Sedan,Credit Card,No Show,7.63,1052.93,1.2,4.0,4.9,4,Diesel,App,2026-06-27 14:11:36.219708
200025,2025-02-19,2025-02-19 23:36:00,2025-02-20 00:24:00,D9064,C24770,Chennai,Chennai,Mini,Wallet,No Show,3.17,679.59,1.0,3.2,3.7,3,Petrol,Corporate,2026-06-27 14:11:36.219729
200026,2025-02-18,2025-02-18 06:15:00,2025-02-18 06:44:00,D2323,C64956,Chennai,Hyderabad,SUV,Wallet,Cancelled,34.53,770.84,2.0,3.3,4.9,1,CNG,App,2026-06-27 14:11:36.219748
200027,2025-02-09,2025-02-09 18:03:00,2025-02-09 18:14:00,D5797,C60203,Delhi,Mumbai,SUV,UPI,Cancelled,12.27,188.21,1.5,4.9,3.8,4,CNG,Corporate,2026-06-27 14:11:36.219769
200028,2025-02-12,2025-02-12 09:28:00,2025-02-12 10:24:00,D1336,C46434,Delhi,Bengaluru,Mini,Cash,Cancelled,22.8,1166.55,1.0,3.4,3.9,4,Petrol,Corporate,2026-06-27 14:11:36.219788
200029,2025-02-12,2025-02-12 23:08:00,2025-02-12 23:35:00,D7447,C46268,Hyderabad,Chennai,Bike,UPI,Completed,6.47,281.41,1.0,4.8,4.2,3,Diesel,App,2026-06-27 14:11:36.219807
200030,2025-02-23,2025-02-23 00:43:00,2025-02-23 01:27:00,D2255,C35620,Hyderabad,Bengaluru,SUV,Cash,No Show,15.91,290.32,1.0,3.7,4.0,2,Petrol,Corporate,2026-06-27 14:11:36.219826
200031,2025-02-22,2025-02-22 10:50:00,2025-02-22 11:30:00,D4050,C40316,Hyderabad,Pune,Sedan,Cash,Completed,11.53,937.02,1.0,3.5,3.3,4,EV,App,2026-06-27 14:11:36.219844
200032,2025-02-01,2025-02-01 00:57:00,2025-02-01 01:21:00,D8716,C78614,Pune,Pune,Bike,UPI,No Show,8.35,251.02,1.2,4.5,4.8,0,EV,Corporate,2026-06-27 14:11:36.219862
200033,2025-02-03,2025-02-03 09:16:00,2025-02-03 10:33:00,D8302,C92642,Pune,Chennai,Auto,Credit Card,Cancelled,11.22,467.53,1.0,4.0,4.3,3,Petrol,Corporate,2026-06-27 14:11:36.219892
200034,2025-02-16,2025-02-16 09:15:00,2025-02-16 09:43:00,D7213,C64125,Pune,Hyderabad,SUV,Wallet,Cancelled,24.51,978.17,2.0,,3.6,2,EV,Corporate,2026-06-27 14:11:36.219937
200035,2025-02-08,2025-02-08 05:02:00,2025-02-08 05:42:00,D4397,C44068,Chennai,Hyderabad,Bike,Credit Card,Completed,27.74,349.03,1.0,4.2,5.0,4,EV,App,2026-06-27 14:11:36.219959
200036,2025-02-05,2025-02-05 12:47:00,2025-02-05 13:03:00,D9881,C60768,Mumbai,Delhi,Sedan,Cash,Completed,36.73,1399.31,2.0,4.6,4.3,3,Diesel,App,2026-06-27 14:11:36.219980
200037,2025-02-04,2025-02-04 17:31:00,2025-02-04 18:05:00,D5847,C11386,Delhi,Delhi,Mini,Cash,No Show,18.58,938.3,1.0,3.4,3.0,1,Diesel,Corporate,2026-06-27 14:11:36.220001
200038,2025-02-14,2025-02-14 14:36:00,2025-02-14 15:46:00,D6400,C45119,Pune,Pune,Bike,Debit Card,Cancelled,13.99,125.05,2.0,4.1,3.7,0,CNG,Corporate,2026-06-27 14:11:36.220020
200039,2025-02-25,2025-02-25 02:56:00,2025-02-25 04:14:00,D5534,C83853,Hyderabad,Mumbai,SUV,Wallet,No Show,22.38,666.21,2.0,4.5,3.2,4,CNG,App,2026-06-27 14:11:36.220039
200040,2025-02-06,2025-02-06 02:28:00,2025-02-06 03:40:00,D5795,C17720,Bengaluru,Hyderabad,Auto,Debit Card,Cancelled,26.8,235.67,1.0,3.1,3.4,0,Diesel,App,2026-06-27 14:11:36.220058
200041,2025-02-14,2025-02-14 03:13:00,2025-02-14 04:04:00,D6281,C36280,Chennai,Bengaluru,Sedan,Wallet,Completed,23.54,1291.47,1.5,4.1,4.5,3,CNG,App,2026-06-27 14:11:36.220078
200042,2025-02-01,2025-02-01 18:59:00,2025-02-01 19:54:00,D9909,C91769,Chennai,Hyderabad,Sedan,Credit Card,No Show,29.27,723.9,1.2,3.9,4.0,2,CNG,App,2026-06-27 14:11:36.220096
200043,2025-02-17,2025-02-17 11:28:00,2025-02-17 12:36:00,D8718,C84749,Bengaluru,Hyderabad,Auto,UPI,Completed,37.92,614.21,1.2,3.9,4.4,1,Petrol,App,2026-06-27 14:11:36.220124
200044,2025-02-26,2025-02-26 14:21:00,2025-02-26 15:26:00,D5207,C89878,Mumbai,Pune,Sedan,Debit Card,No Show,11.62,262.45,1.5,3.5,4.9,0,Petrol,Corporate,2026-06-27 14:11:36.220160
200045,2025-02-21,2025-02-21 21:30:00,2025-02-21 21:46:00,D3658,C17338,Bengaluru,Bengaluru,Sedan,UPI,Cancelled,33.76,867.28,2.0,4.3,3.5,3,EV,Corporate,2026-06-27 14:11:36.220197
200046,2025-02-08,2025-02-08 03:24:00,2025-02-08 04:43:00,D8476,C29406,Bengaluru,Mumbai,Auto,Debit Card,No Show,22.93,227.53,2.0,4.0,3.7,0,EV,App,2026-06-27 14:11:36.220227
200046,2025-02-13,2025-02-13 13:58:00,2025-02-13 14:52:00,D2833,C25424,Pune,Delhi,Auto,UPI,Cancelled,26.65,681.31,2.0,4.1,3.1,1,CNG,App,2026-06-27 14:11:36.220249
200048,2025-02-16,2025-02-16 01:23:00,2025-02-16 02:38:00,D2381,C64369,Delhi,Chennai,SUV,UPI,Completed,35.79,1382.26,2.0,5.0,4.1,2,EV,App,2026-06-27 14:11:36.220268
200049,2025-02-25,2025-02-25 07:18:00,2025-02-25 07:50:00,D6668,C78543,Pune,Hyderabad,Mini,Cash,No Show,38.24,1175.97,1.5,4.6,3.6,3,CNG,App,2026-06-27 14:11:36.220287
200050,2025-02-23,2025-02-23 01:25:00,2025-02-23 02:27:00,D4722,C68217,Bengaluru,Hyderabad,Auto,Wallet,No Show,31.57,349.63,1.5,3.5,4.5,2,Petrol,App,2026-06-27 14:11:36.220305
200051,2025-02-21,2025-02-21 14:50:00,2025-02-21 16:01:00,D1623,C73238,Mumbai,Chennai,Sedan,UPI,Completed,5.94,1111.21,1.5,4.9,4.7,2,Diesel,Corporate,2026-06-27 14:11:36.220324
200052,2025-02-27,2025-02-27 13:21:00,2025-02-27 13:32:00,D7289,C41215,Chennai,Pune,Sedan,Wallet,No Show,16.84,466.46,1.5,4.5,4.6,0,Diesel,Corporate,2026-06-27 14:11:36.220343
200053,2025-02-06,2025-02-06 16:26:00,2025-02-06 17:28:00,D4900,C81693,Bengaluru,Mumbai,Sedan,Cash,Completed,8.27,577.64,1.0,5.0,3.5,0,CNG,Corporate,2026-06-27 14:11:36.220366
200054,2025-02-15,2025-02-15 05:49:00,2025-02-15 06:09:00,D6272,C89652,Pune,Pune,SUV,UPI,Cancelled,18.96,1031.48,1.2,4.7,4.2,2,CNG,Corporate,2026-06-27 14:11:36.220385
200055,2025-02-05,2025-02-05 14:04:00,2025-02-05 14:25:00,D6085,C91441,Pune,Pune,Auto,Debit Card,Completed,27.74,526.33,1.5,4.6,4.2,0,CNG,Corporate,2026-06-27 14:11:36.220403
200056,2025-02-03,2025-02-03 12:36:00,2025-02-03 12:55:00,D7773,C33277,Bengaluru,Hyderabad,Bike,Wallet,Cancelled,3.22,916.05,1.2,3.6,3.8,2,Petrol,Corporate,2026-06-27 14:11:36.220421
200057,2025-02-19,2025-02-19 13:56:00,2025-02-19 14:48:00,D4525,C90151,Delhi,Chennai,SUV,Cash,Cancelled,3.96,830.39,2.0,3.6,3.5,2,CNG,App,2026-06-27 14:11:36.220439
200058,2025-02-01,2025-02-01 17:11:00,2025-02-01 18:25:00,D6971,C18095,Pune,Chennai,Bike,Wallet,No Show,37.94,1353.97,2.0,3.2,3.7,3,Petrol,App,2026-06-27 14:11:36.220457
200059,2025-02-01,2025-02-01 23:26:00,2025-02-02 00:51:00,D2288,C15931,Mumbai,Chennai,Mini,UPI,No Show,18.65,749.57,1.0,4.9,3.1,4,Petrol,Corporate,2026-06-27 14:11:36.220475
200060,2025-02-03,2025-02-03 03:09:00,2025-02-03 04:07:00,D3872,C18750,Hyderabad,Delhi,Mini,Credit Card,Cancelled,20.16,743.37,1.2,4.2,3.8,0,CNG,App,2026-06-27 14:11:36.220493
200061,2025-02-14,2025-02-14 14:07:00,2025-02-14 14:53:00,D2541,C90498,Pune,Pune,Auto,Debit Card,Cancelled,36.97,433.98,1.0,3.7,4.3,3,EV,Corporate,2026-06-27 14:11:36.220511
200062,2025-02-05,2025-02-05 08:48:00,2025-02-05 09:06:00,D6535,C78440,Mumbai,Chennai,Mini,UPI,Completed,2.8,426.98,1.2,4.9,4.5,0,Diesel,Corporate,2026-06-27 14:11:36.220529
200063,2025-02-20,2025-02-20 23:16:00,2025-02-20 23:58:00,D8799,C44661,Mumbai,Mumbai,Sedan,UPI,Cancelled,36.89,975.59,1.2,3.4,4.7,4,CNG,App,2026-06-27 14:11:36.220548
200064,2025-02-02,2025-02-02 13:30:00,2025-02-02 14:47:00,D2992,C40220,Pune,Pune,Sedan,Wallet,Cancelled,1.99,778.7,1.5,4.4,4.0,2,EV,Corporate,2026-06-27 14:11:36.220566
200065,2025-02-17,2025-02-17 00:37:00,2025-02-17 01:19:00,D1264,C97548,Bengaluru,Delhi,Sedan,Wallet,Cancelled,25.78,497.89,1.0,4.0,3.2,2,CNG,App,2026-06-27 14:11:36.220587
200066,2025-02-18,2025-02-18 18:28:00,2025-02-18 18:39:00,D8750,C52200,Chennai,Mumbai,Sedan,Wallet,No Show,31.82,608.45,2.0,3.8,3.9,4,Diesel,Corporate,2026-06-27 14:11:36.220605
200067,2025-02-19,2025-02-19 21:49:00,2025-02-19 22:51:00,D4450,C72503,Hyderabad,Chennai,Auto,Credit Card,No Show,27.09,1323.07,1.5,3.8,3.2,3,EV,App,2026-06-27 14:11:36.220624
200068,2025-02-03,2025-02-03 04:10:00,2025-02-03 05:24:00,D8575,C90157,Hyderabad,Chennai,Mini,Wallet,Cancelled,19.66,523.83,2.0,4.9,3.1,1,EV,Corporate,2026-06-27 14:11:36.220642
200069,2025-02-10,2025-02-10 02:49:00,2025-02-10 04:00:00,D8048,C35253,Hyderabad,Bengaluru,Bike,UPI,No Show,31.72,839.17,1.2,4.1,3.3,4,CNG,Corporate,2026-06-27 14:11:36.220672
200070,2025-02-24,2025-02-24 09:06:00,2025-02-24 10:01:00,D4761,C13025,Pune,Chennai,Sedan,Credit Card,Completed,4.92,1483.91,2.0,3.1,3.1,0,CNG,App,2026-06-27 14:11:36.220690
200071,2025-02-20,2025-02-20 05:50:00,2025-02-20 06:22:00,D1774,C78528,Chennai,Bengaluru,Bike,Credit Card,Completed,32.06,332.76,1.5,3.3,4.4,3,Petrol,Corporate,2026-06-27 14:11:36.220753
200072,2025-02-17,2025-02-17 08:41:00,2025-02-17 09:06:00,D3674,C82896,Hyderabad,Hyderabad,SUV,Credit Card,Cancelled,38.21,927.16,2.0,4.9,3.6,4,CNG,Corporate,2026-06-27 14:11:36.220823
200073,2025-02-19,2025-02-19 23:52:00,2025-02-20 01:06:00,D9026,C25858,Mumbai,Bengaluru,Sedan,UPI,Completed,24.09,851.54,1.5,3.6,3.5,0,Petrol,App,2026-06-27 14:11:36.220860
200074,2025-02-01,2025-02-01 14:09:00,2025-02-01 14:57:00,D8305,C86761,Mumbai,Bengaluru,SUV,Wallet,Cancelled,14.55,887.58,2.0,4.1,4.0,4,Diesel,App,2026-06-27 14:11:36.220877
200075,2025-02-04,2025-02-04 14:05:00,2025-02-04 14:53:00,D6529,C25889,Mumbai,Delhi,Mini,Credit Card,Cancelled,27.79,1003.5,2.0,4.0,4.6,2,CNG,Corporate,2026-06-27 14:11:36.220894
200076,2025-02-27,2025-02-27 08:19:00,2025-02-27 08:44:00,D2770,C81909,Mumbai,Hyderabad,Bike,UPI,No Show,23.75,929.53,1.5,4.2,3.7,0,CNG,Corporate,2026-06-27 14:11:36.220911
200077,2025-02-18,2025-02-18 02:59:00,2025-02-18 03:50:00,D9557,C89926,Bengaluru,Delhi,Mini,Credit Card,Cancelled,31.3,237.21,1.2,4.7,4.3,0,Diesel,App,2026-06-27 14:11:36.220929
200078,2025-02-07,2025-02-07 04:06:00,2025-02-07 04:52:00,D6051,C58956,Bengaluru,Hyderabad,SUV,Wallet,Cancelled,13.01,453.88,1.2,4.4,4.1,4,CNG,App,2026-06-27 14:11:36.220980
200079,2025-02-05,2025-02-05 07:28:00,2025-02-05 08:47:00,D5908,C38905,Pune,Bengaluru,Sedan,Cash,No Show,5.95,1094.76,2.0,3.1,4.2,2,CNG,App,2026-06-27 14:11:36.221015
200079,2025-02-14,2025-02-14 13:32:00,2025-02-14 13:47:00,D8149,C63865,Chennai,Pune,Mini,Cash,Completed,22.16,108.76,2.0,4.6,3.8,2,CNG,App,2026-06-27 14:11:36.221034
200081,2025-02-15,2025-02-15 06:46:00,2025-02-15 07:12:00,D7866,C97648,Mumbai,Hyderabad,Auto,Credit Card,Completed,29.1,418.28,1.0,4.9,4.4,1,Diesel,App,2026-06-27 14:11:36.221075
200082,2025-02-15,2025-02-15 22:58:00,2025-02-16 00:27:00,D2192,C77312,Mumbai,Mumbai,Auto,Credit Card,Completed,4.13,752.05,1.2,3.1,3.4,4,CNG,Corporate,2026-06-27 14:11:36.221094
200083,2025-02-02,2025-02-02 16:36:00,2025-02-02 17:59:00,D9216,C28493,Hyderabad,Pune,SUV,Wallet,Completed,24.74,1318.36,2.0,3.8,3.7,2,EV,Corporate,2026-06-27 14:11:36.221133
200084,2025-02-21,2025-02-21 22:03:00,2025-02-21 23:13:00,D8993,C43954,Delhi,Delhi,Auto,UPI,Completed,13.64,161.52,2.0,3.7,4.6,4,Diesel,Corporate,2026-06-27 14:11:36.221153
200085,2025-02-10,2025-02-10 07:01:00,2025-02-10 08:16:00,D9775,C63593,Chennai,Pune,Mini,Debit Card,No Show,39.95,1242.83,2.0,4.6,5.0,1,EV,App,2026-06-27 14:11:36.221172
200086,2025-02-18,2025-02-18 07:20:00,2025-02-18 07:46:00,D1132,C30326,Bengaluru,Chennai,Mini,UPI,No Show,19.95,1443.97,1.0,4.2,4.1,3,EV,App,2026-06-27 14:11:36.221211
200087,2025-02-23,2025-02-23 18:33:00,2025-02-23 19:33:00,D9019,C88174,Pune,Mumbai,Bike,Cash,No Show,31.18,510.06,1.2,3.1,4.5,1,CNG,App,2026-06-27 14:11:36.221241
200088,2025-02-09,2025-02-09 12:28:00,2025-02-09 13:56:00,D4591,C67658,Bengaluru,Mumbai,Sedan,Cash,Cancelled,10.94,662.31,1.5,4.8,3.1,2,Petrol,App,2026-06-27 14:11:36.221277
200089,2025-02-03,2025-02-03 00:18:00,2025-02-03 00:40:00,D3413,C12393,Delhi,Hyderabad,Sedan,Cash,Completed,39.36,145.49,1.5,4.9,3.5,0,Diesel,App,2026-06-27 14:11:36.221307
200090,2025-02-27,2025-02-27 02:07:00,2025-02-27 03:29:00,D5943,C91011,Bengaluru,Mumbai,Auto,Credit Card,Cancelled,28.6,1183.74,1.2,3.7,3.9,0,EV,App,2026-06-27 14:11:36.221327
200091,2025-02-22,2025-02-22 10:23:00,2025-02-22 10:32:00,D2959,C18594,Delhi,Chennai,Sedan,Credit Card,Completed,24.57,1044.86,1.2,4.3,3.4,0,CNG,App,2026-06-27 14:11:36.221348
200092,2025-02-09,2025-02-09 17:13:00,2025-02-09 17:36:00,D5661,C47317,Pune,Chennai,Bike,Cash,Completed,24.1,453.08,1.2,4.2,3.9,3,Diesel,App,2026-06-27 14:11:36.221365
200093,2025-02-13,2025-02-13 14:29:00,2025-02-13 14:58:00,D6494,C82363,Bengaluru,Mumbai,SUV,Credit Card,Cancelled,12.87,1249.75,1.0,4.3,4.2,4,Petrol,App,2026-06-27 14:11:36.221385
200094,2025-02-25,2025-02-25 12:54:00,2025-02-25 14:17:00,D3951,C77032,Delhi,Chennai,SUV,Debit Card,Cancelled,37.4,995.3,1.0,3.5,4.0,1,Petrol,Corporate,2026-06-27 14:11:36.221404
200095,2025-02-14,2025-02-14 11:21:00,2025-02-14 12:06:00,D6996,C32969,Pune,Bengaluru,Bike,Debit Card,No Show,19.79,651.5,2.0,4.3,4.7,2,CNG,App,2026-06-27 14:11:36.221434
200096,2025-02-26,2025-02-26 10:57:00,2025-02-26 11:07:00,D6255,C95043,Chennai,Mumbai,Bike,Wallet,No Show,20.63,1058.77,2.0,3.3,4.9,2,CNG,App,2026-06-27 14:11:36.221454
200097,2025-02-07,2025-02-07 03:47:00,2025-02-07 04:11:00,D7056,C77037,Hyderabad,Pune,Bike,Cash,Cancelled,6.9,1359.28,1.5,3.4,4.3,0,Diesel,Corporate,2026-06-27 14:11:36.221472
200098,2025-02-25,2025-02-25 18:27:00,2025-02-25 19:18:00,D2017,C51825,Chennai,Hyderabad,Sedan,Debit Card,No Show,37.66,1248.49,1.2,4.0,,4,Petrol,Corporate,2026-06-27 14:11:36.221491
200099,2025-02-27,2025-02-27 11:00:00,2025-02-27 12:11:00,D3734,C93220,Delhi,Hyderabad,Sedan,Debit Card,Cancelled,18.16,625.34,1.5,3.7,3.9,3,Diesel,Corporate,2026-06-27 14:11:36.221531
200100,2025-02-04,2025-02-04 21:31:00,2025-02-04 22:53:00,D6145,C13767,Mumbai,Bengaluru,SUV,Debit Card,No Show,8.89,482.13,1.5,4.1,3.6,2,Petrol,App,2026-06-27 14:11:36.221566
200101,2025-02-17,2025-02-17 14:57:00,2025-02-17 15:29:00,D6001,C27511,Chennai,Chennai,Mini,Debit Card,No Show,23.87,125.63,1.5,3.0,3.7,4,CNG,App,2026-06-27 14:11:36.221586
200102,2025-02-05,2025-02-05 07:29:00,2025-02-05 07:51:00,D1521,C22937,Pune,Bengaluru,Mini,Debit Card,Completed,39.33,1177.95,2.0,3.9,5.0,3,EV,App,2026-06-27 14:11:36.221604
200103,2025-02-21,2025-02-21 02:12:00,2025-02-21 02:27:00,D9356,C77093,Chennai,Pune,SUV,Cash,Completed,33.63,890.99,1.5,4.3,4.5,0,Petrol,App,2026-06-27 14:11:36.221638
200104,2025-02-07,2025-02-07 13:43:00,2025-02-07 14:22:00,D2432,C11209,Pune,Mumbai,SUV,UPI,No Show,37.0,340.31,1.2,3.8,3.3,0,EV,App,2026-06-27 14:11:36.221686
200105,2025-02-24,2025-02-24 21:08:00,2025-02-24 21:40:00,D2417,C74325,Bengaluru,Pune,Mini,Wallet,No Show,38.44,486.77,1.0,3.8,4.7,2,Diesel,App,2026-06-27 14:11:36.221725
200106,2025-02-23,2025-02-23 16:00:00,2025-02-23 17:18:00,D7122,C54237,Pune,Delhi,SUV,Debit Card,No Show,11.53,527.42,1.2,4.2,4.0,1,Diesel,App,2026-06-27 14:11:36.221760
200107,2025-02-01,2025-02-01 16:04:00,2025-02-01 16:16:00,D5105,C42560,Hyderabad,Hyderabad,Sedan,Debit Card,Cancelled,2.61,1434.56,1.0,4.6,4.8,1,EV,Corporate,2026-06-27 14:11:36.221779
200108,2025-02-15,2025-02-15 00:03:00,2025-02-15 00:49:00,D2463,C29169,Delhi,Hyderabad,Mini,Debit Card,No Show,18.05,925.89,1.2,5.0,3.4,2,Petrol,App,2026-06-27 14:11:36.221797
200109,2025-02-09,2025-02-09 18:36:00,2025-02-09 19:51:00,D1409,C96266,Delhi,Bengaluru,Mini,Credit Card,Completed,33.73,1416.37,2.0,4.2,4.6,3,EV,Corporate,2026-06-27 14:11:36.221818
200110,2025-02-06,2025-02-06 20:09:00,2025-02-06 20:58:00,D2239,C26939,Bengaluru,Hyderabad,Mini,Credit Card,No Show,14.11,96.17,1.5,4.3,4.8,0,Petrol,App,2026-06-27 14:11:36.221837
200111,2025-02-16,2025-02-16 04:00:00,2025-02-16 04:42:00,D5066,C62592,Chennai,Bengaluru,Bike,Cash,No Show,29.66,1353.87,1.2,4.9,4.1,2,Diesel,App,2026-06-27 14:11:36.221854
200112,2025-02-09,2025-02-09 20:02:00,2025-02-09 21:30:00,D9678,C19041,Bengaluru,Hyderabad,SUV,UPI,No Show,27.79,1033.54,1.5,3.6,3.7,2,Diesel,App,2026-06-27 14:11:36.221871
200113,2025-02-28,2025-02-28 10:10:00,2025-02-28 10:50:00,D9728,C64060,Pune,Pune,Auto,Credit Card,Cancelled,37.83,841.58,1.2,3.7,4.5,4,Diesel,App,2026-06-27 14:11:36.221896
200114,2025-02-07,2025-02-07 18:21:00,2025-02-07 19:38:00,D2606,C81997,Pune,Chennai,Mini,Cash,Cancelled,3.44,1370.98,1.2,3.5,4.7,3,Petrol,Corporate,2026-06-27 14:11:36.221915
200115,2025-02-13,2025-02-13 09:26:00,2025-02-13 10:54:00,D2848,C10512,Mumbai,Hyderabad,Mini,Cash,Completed,18.94,644.03,1.5,4.3,3.1,0,EV,App,2026-06-27 14:11:36.221934
200116,2025-02-14,2025-02-14 01:50:00,2025-02-14 02:09:00,D2918,C29861,Chennai,Chennai,Auto,UPI,Completed,10.67,1325.58,1.5,4.2,5.0,2,EV,Corporate,2026-06-27 14:11:36.221952
200117,2025-02-04,2025-02-04 17:43:00,2025-02-04 18:39:00,D1878,C62767,Delhi,Pune,Bike,Debit Card,Completed,17.53,1244.2,1.2,3.1,3.4,0,CNG,App,2026-06-27 14:11:36.221969
200118,2025-02-27,2025-02-27 15:01:00,2025-02-27 15:19:00,D1727,C83746,Delhi,Delhi,Mini,UPI,Completed,13.3,617.93,1.0,4.8,5.0,3,Diesel,App,2026-06-27 14:11:36.221988
